"","series","date_series","type"
"1",2.19682320103191,2021-01-03,"R(t)"
"2",2.16824104801043,2021-01-04,"R(t)"
"3",2.13545339485077,2021-01-05,"R(t)"
"4",2.08845354173174,2021-01-06,"R(t)"
"5",2.03705537231675,2021-01-07,"R(t)"
"6",1.98816708894904,2021-01-08,"R(t)"
"7",1.95196577674476,2021-01-09,"R(t)"
"8",1.9417036635038,2021-01-10,"R(t)"
"9",1.94027918149578,2021-01-11,"R(t)"
"10",1.93469924206269,2021-01-12,"R(t)"
"11",1.90878527561068,2021-01-13,"R(t)"
"12",1.84854143120519,2021-01-14,"R(t)"
"13",1.74705297264104,2021-01-15,"R(t)"
"14",1.60358173348293,2021-01-16,"R(t)"
"15",1.42306450394969,2021-01-17,"R(t)"
"16",1.21576881096824,2021-01-18,"R(t)"
"17",0.982694053670726,2021-01-19,"R(t)"
"18",0.741257017477195,2021-01-20,"R(t)"
"19",0.488736780551844,2021-01-21,"R(t)"
"20",0.235957138253655,2021-01-22,"R(t)"
"21",-0.000389804808818549,2021-01-23,"R(t)"
"22",-0.218628767121535,2021-01-24,"R(t)"
"23",-0.416905453376572,2021-01-25,"R(t)"
"24",-0.607810253741794,2021-01-26,"R(t)"
"25",-0.781852929783032,2021-01-27,"R(t)"
"26",-0.930002208338803,2021-01-28,"R(t)"
"27",-1.06604995369581,2021-01-29,"R(t)"
"28",-1.18761938883105,2021-01-30,"R(t)"
"29",-1.27940317887735,2021-01-31,"R(t)"
"30",-1.35857019088062,2021-02-01,"R(t)"
"31",-1.44011454038268,2021-02-02,"R(t)"
"32",-1.53378786907557,2021-02-03,"R(t)"
"33",-1.6203637841755,2021-02-04,"R(t)"
"34",-1.67947204412583,2021-02-05,"R(t)"
"35",-1.71690167673432,2021-02-06,"R(t)"
"36",-1.73387875818688,2021-02-07,"R(t)"
"37",-1.71379005251705,2021-02-08,"R(t)"
"38",-1.66025013199813,2021-02-09,"R(t)"
"39",-1.57693090865866,2021-02-10,"R(t)"
"40",-1.4673554971063,2021-02-11,"R(t)"
"41",-1.34091988030421,2021-02-12,"R(t)"
"42",-1.19871279896783,2021-02-13,"R(t)"
"43",-1.04583867794867,2021-02-14,"R(t)"
"44",-0.885196422742132,2021-02-15,"R(t)"
"45",-0.714576314855893,2021-02-16,"R(t)"
"46",-0.535446027413435,2021-02-17,"R(t)"
"47",-0.362047220014455,2021-02-18,"R(t)"
"48",-0.196109987232852,2021-02-19,"R(t)"
"49",-0.049484276715134,2021-02-20,"R(t)"
"50",0.0801682206599443,2021-02-21,"R(t)"
"51",0.182065690505129,2021-02-22,"R(t)"
"52",0.240724697024072,2021-02-23,"R(t)"
"53",0.256120833375363,2021-02-24,"R(t)"
"54",0.239635241207727,2021-02-25,"R(t)"
"55",0.187390408883449,2021-02-26,"R(t)"
"56",0.121790431515766,2021-02-27,"R(t)"
"57",0.038613045576952,2021-02-28,"R(t)"
"58",-0.0557016862968726,2021-03-01,"R(t)"
"59",-0.158294542778366,2021-03-02,"R(t)"
"60",-0.246972139647634,2021-03-03,"R(t)"
"61",-0.329220486830044,2021-03-04,"R(t)"
"62",-0.408242568204954,2021-03-05,"R(t)"
"63",-0.485274787441215,2021-03-06,"R(t)"
"64",-0.564645561231405,2021-03-07,"R(t)"
"65",-0.644318481512012,2021-03-08,"R(t)"
"66",-0.710529960372261,2021-03-09,"R(t)"
"67",-0.757087644428814,2021-03-10,"R(t)"
"68",-0.787726407455486,2021-03-11,"R(t)"
"69",-0.804543556714504,2021-03-12,"R(t)"
"70",-0.810202889397423,2021-03-13,"R(t)"
"71",-0.795072325476057,2021-03-14,"R(t)"
"72",-0.763281519609874,2021-03-15,"R(t)"
"73",-0.709064929727718,2021-03-16,"R(t)"
"74",-0.641172129041542,2021-03-17,"R(t)"
"75",-0.56746642130339,2021-03-18,"R(t)"
"76",-0.49866708509427,2021-03-19,"R(t)"
"77",-0.435607736873373,2021-03-20,"R(t)"
"78",-0.365007268452832,2021-03-21,"R(t)"
"79",-0.292866630555174,2021-03-22,"R(t)"
"80",-0.216444585772444,2021-03-23,"R(t)"
"81",-0.141731434989428,2021-03-24,"R(t)"
"82",-0.0610503754551623,2021-03-25,"R(t)"
"83",0.0130234719772398,2021-03-26,"R(t)"
"84",0.0736349105997376,2021-03-27,"R(t)"
"85",0.118215649247867,2021-03-28,"R(t)"
"86",0.14969574640143,2021-03-29,"R(t)"
"87",0.168736425438669,2021-03-30,"R(t)"
"88",0.182084460499551,2021-03-31,"R(t)"
"89",0.182848908877408,2021-04-01,"R(t)"
"90",0.186757625860941,2021-04-02,"R(t)"
"91",0.199141246932473,2021-04-03,"R(t)"
"92",0.206242236250988,2021-04-04,"R(t)"
"93",0.213479279351002,2021-04-05,"R(t)"
"94",0.22756045125189,2021-04-06,"R(t)"
"95",0.24657626676417,2021-04-07,"R(t)"
"96",0.246635797600727,2021-04-08,"R(t)"
"97",0.252129543039432,2021-04-09,"R(t)"
"98",0.2444685947714,2021-04-10,"R(t)"
"99",0.237557954804264,2021-04-11,"R(t)"
"100",0.22287923200256,2021-04-12,"R(t)"
"101",0.225698495692763,2021-04-13,"R(t)"
"102",0.244716340372302,2021-04-14,"R(t)"
"103",0.285338871656129,2021-04-15,"R(t)"
"104",0.333961313277993,2021-04-16,"R(t)"
"105",0.390313397051425,2021-04-17,"R(t)"
"106",0.441326355305661,2021-04-18,"R(t)"
"107",0.484727292321662,2021-04-19,"R(t)"
"108",0.518125803427576,2021-04-20,"R(t)"
"109",0.548234606010011,2021-04-21,"R(t)"
"110",0.575312648887088,2021-04-22,"R(t)"
"111",0.601984151475002,2021-04-23,"R(t)"
"112",0.622405278866622,2021-04-24,"R(t)"
